symbol,strategy_name,total_return,win_rate,sharpe_ratio,max_drawdown,num_trades,avg_win,avg_loss
PLTR,RSIO_BBBR_WILL_Plus1,-0.4540826145334373,0.0,-1.0115491110840966,-0.4569831613878756,8,0,-567.6032681667966
